dataset,subject,session,task,stage,n_trials,mu_ERD_CV_contra,beta_ERD_CV_contra,mu_onset_latency_mean,mu_onset_latency_SD,beta_onset_latency_mean,beta_onset_latency_SD
PhysionetMI,58,0,T1,mid,8,11.17740276335468,23.320532651403877,0.9640625,0.4384559867806003,0.8703125,0.4346418919279986
PhysionetMI,58,0,T1,late,8,3.293772741308649,1.992670640103364,0.7828125,0.44737461144856,0.7578125,0.2088788430974999
PhysionetMI,58,0,T2,early,7,0.8272196512379639,1.7995472961858567,1.075,0.7305055734606978,0.7410714285714286,0.2923285735229438
PhysionetMI,58,0,T2,mid,7,4.808552168390663,1.838095233961882,0.9294642857142856,0.6209486036439303,0.7330357142857143,0.2573411933521689
PhysionetMI,58,0,T2,late,7,1.044271504234427,35.91111502539574,1.2294642857142857,0.6975620354974509,0.5678571428571428,0.0716069201991551
PhysionetMI,59,0,T1,early,8,1.5556176850086318,0.7487223468989115,0.79921875,0.4893438437958912,0.9330357142857144,0.6511126661965904
PhysionetMI,59,0,T1,mid,8,0.6289609601066274,1.4206191179732788,1.1296875,0.7407749716302179,1.0203125000000002,0.5524868317152456
PhysionetMI,59,0,T1,late,8,1.8222702724282211,3.065187264734126,0.9140625,0.5463010380904928,0.8812499999999999,0.430989504657596
PhysionetMI,59,0,T2,early,7,3.030299674494082,2.2679683103173978,0.7803571428571429,0.3447053052231421,0.5821428571428572,0.1020672797317374
PhysionetMI,59,0,T2,mid,7,7.277337393399391,4.02472397595167,0.8178571428571428,0.2852088162689769,0.8008928571428572,0.4966565509402214
PhysionetMI,59,0,T2,late,7,2.489976307649857,0.7937979815818993,0.7544642857142857,0.3798013209131149,0.6446428571428572,0.1194961787451543
PhysionetMI,60,0,T1,early,7,0.5572269481237985,4.004193553753367,0.817857142857143,0.241586750802409,0.7696428571428571,0.3766100640000508
PhysionetMI,60,0,T1,mid,8,0.9212314833647238,2.469120053250537,0.70078125,0.2219286356825939,0.6883928571428571,0.2547413904735706
PhysionetMI,60,0,T1,late,8,1.2850138828534157,3.6710571914925154,0.77578125,0.5338853522395397,0.7234375,0.2286114248976853
PhysionetMI,60,0,T2,early,7,1.6088796293288037,2.1336236282215606,0.5357142857142857,0.0638002503033923,0.6098214285714285,0.1383842163201086
PhysionetMI,60,0,T2,mid,7,5.58601466302682,14.040896849815542,0.8535714285714285,0.5120409218141114,0.6428571428571429,0.1220376008466577
PhysionetMI,60,0,T2,late,8,3.979451925604899,2.2291623178111277,0.8642857142857144,0.3166283430981206,0.771875,0.3197899701366508
PhysionetMI,61,0,T1,early,7,2.5193300324023307,16.879318518031237,0.8276785714285715,0.3005734315522615,0.6285714285714287,0.1343327235346804
PhysionetMI,61,0,T1,mid,7,1.5384635685396395,1.5117425436784278,0.7241071428571428,0.2983853230646711,0.6114583333333334,0.082554958546144
PhysionetMI,61,0,T1,late,8,2.2375156966597847,7.202769236537196,0.8695312499999999,0.5237097006796203,0.5968749999999999,0.1317698040144251
PhysionetMI,61,0,T2,early,7,2.3925558425954474,8.503432782675043,0.8500000000000002,0.2225060191802203,0.7383928571428572,0.2190795622412933
PhysionetMI,61,0,T2,mid,8,1.9588661174520656,30.195802140114207,0.95703125,0.6603919697504941,0.6124999999999999,0.1333170562981346
PhysionetMI,61,0,T2,late,8,5.003804157988995,26.845733508529,1.13203125,0.4925562854496301,0.62890625,0.1011620711948776
PhysionetMI,62,0,T1,early,7,1.6331221932264008,1.392136026445328,0.6133928571428572,0.1297502998305686,0.7071428571428572,0.2855998654818754
PhysionetMI,62,0,T1,mid,8,1.0097662053932654,1.023596050670369,0.55,0.0582123000318661,0.5984375,0.1024480622986594
PhysionetMI,62,0,T1,late,8,9.206310530075148,2.05998383990588,0.77265625,0.4140234356572554,0.59140625,0.094006809718432
PhysionetMI,62,0,T2,early,7,1.6148597408069012,4.358309105462396,0.55625,0.0592927061281571,0.6562499999999999,0.0737999225706136
PhysionetMI,62,0,T2,mid,7,1.656609758972576,1.1309127488547213,0.588392857142857,0.0840804097642396,0.8732142857142857,0.7108432671905981
PhysionetMI,62,0,T2,late,8,1.063454203750723,257.5581089385605,0.89921875,0.3313596148234385,0.62421875,0.1322298801744049
PhysionetMI,63,0,T1,early,7,1.8570279905004463,3.080706759098476,1.3303571428571428,0.4062352823079708,0.8616071428571429,0.4731216216550993
PhysionetMI,63,0,T1,mid,7,2.239073632182208,6.090208475483729,0.7020833333333334,0.0982706367922562,0.9080357142857142,0.4896326324867638
PhysionetMI,63,0,T1,late,8,2.2734950709065287,2.6854846470138907,0.77421875,0.2101301098984567,0.65625,0.2864962096171605
PhysionetMI,63,0,T2,early,7,1.771452034560107,2.9543366815235266,0.6607142857142857,0.1548225613733479,0.6026785714285714,0.0651969152268881
PhysionetMI,63,0,T2,mid,8,1.32286557608127,2.229793587747486,0.90703125,0.5036239519333225,0.5921875,0.0950816877413837
PhysionetMI,63,0,T2,late,8,3.296417215346157,33.01185761035152,0.73125,0.248275300825515,0.5625,0.0371073190219934
PhysionetMI,64,0,T1,early,7,1.8800476105558372,22.31525163918169,0.5999999999999999,0.1254011420544941,0.7392857142857142,0.3806525512799282
PhysionetMI,64,0,T1,mid,8,8.677099349037196,5.975264241074427,0.90859375,0.3707564256333766,0.7671874999999999,0.4037029529477707
PhysionetMI,64,0,T1,late,8,6.54609988373747,3.620364519097567,0.659375,0.1551209205748857,0.6328125,0.1681049593074219
PhysionetMI,64,0,T2,early,7,8.062235738297737,2.180258059882876,0.6553571428571429,0.2114054946383023,0.6196428571428572,0.0845437183126129
PhysionetMI,64,0,T2,mid,7,10.621456054744188,4.822233616577644,0.8276785714285715,0.2877688405860594,0.7107142857142856,0.433202287550257
PhysionetMI,64,0,T2,late,8,2.204346161553477,3.18810206423201,0.53515625,0.0543010902140785,0.8390625,0.3500523119388729
PhysionetMI,65,0,T1,early,8,1.5368533588644393,8.781379097413321,0.86015625,0.2707039705073376,0.6507812500000001,0.1389988442791432
PhysionetMI,65,0,T1,mid,8,37.566223572729314,1.4354970717833244,0.7071428571428572,0.283776913674622,0.703125,0.3142606650934857
PhysionetMI,65,0,T1,late,8,52.40393902169316,3.771323519922635,1.09296875,0.630518120743518,0.6116071428571429,0.192476476166702
PhysionetMI,65,0,T2,early,7,16.01002515007077,5.61850364102586,0.8395833333333332,0.2292613440789547,0.85625,0.3744489999605134
PhysionetMI,65,0,T2,mid,7,4.536064129198311,68.64753900848265,1.0294642857142855,0.5845262341138736,0.759375,0.4118326356563631
PhysionetMI,65,0,T2,late,7,2.4401283502041315,1.984129036389691,0.7339285714285714,0.3317105481517011,0.6107142857142858,0.1364290388922432
PhysionetMI,66,0,T1,early,7,0.5121944785597001,0.8356930501111124,0.5666666666666668,0.1029301610586301,0.6687500000000001,0.1573709789001771
PhysionetMI,66,0,T1,mid,7,1.3897083698619153,2.826976428048275,0.6572916666666666,0.2059788832555954,0.7089285714285715,0.2130993947453074
PhysionetMI,66,0,T1,late,8,1.9166185487896363,6.592888431916077,0.68125,0.2463007561904754,0.996875,0.4574257111816081
PhysionetMI,66,0,T2,early,7,2.017374575888816,1.2804778779992958,0.8973214285714286,0.7574765521392832,0.6714285714285716,0.1148007368603245
PhysionetMI,66,0,T2,mid,8,2.7906581085101387,1.1675381429985472,0.8234375,0.4672763293477961,0.55625,0.0599478940414089
PhysionetMI,66,0,T2,late,8,0.8038029479513381,2.294483076810231,1.0539062499999998,0.915843284027588,0.8695312500000001,0.7483212820780507
PhysionetMI,67,0,T1,early,7,7.791289972416126,1.8805505648740064,0.7901785714285714,0.3033271075648753,0.8910714285714285,0.429465213839211
PhysionetMI,67,0,T1,mid,7,5.946689533551412,3.529174785825078,0.6705357142857142,0.2074697236333287,0.5776785714285715,0.0593733216733796
PhysionetMI,67,0,T1,late,8,0.9812441740794116,2.9825522185173563,0.8637499999999999,0.3834139408002792,0.771875,0.4190414097974089
PhysionetMI,67,0,T2,early,7,2.235854931175362,4.371192465419968,0.9089285714285714,0.2777230671745081,0.7526785714285714,0.2102522173437397
PhysionetMI,67,0,T2,mid,8,9.039295739723189,163.07722330774664,0.83125,0.1528377407579685,0.7339285714285715,0.2387387138052556
PhysionetMI,67,0,T2,late,8,10.019090489224588,11.263075856453789,0.734375,0.3135762716230295,0.62890625,0.1866108474833055
PhysionetMI,68,0,T1,early,7,1.363207268129612,4.857732221170085,0.642857142857143,0.1383265970411316,0.6535714285714285,0.209587635705965
PhysionetMI,68,0,T1,mid,7,2.7095489898854246,4.613293127120167,0.6072916666666667,0.1448516062983846,0.6322916666666667,0.1094741613984272
PhysionetMI,68,0,T1,late,8,4.237364528214311,23.012916426947363,0.6625,0.1297909978580949,0.6546875000000001,0.1469663944367895
PhysionetMI,68,0,T2,early,7,2.900600153233206,2.097979039254214,1.0571428571428572,0.5406203919232656,0.7937500000000001,0.3967783206203253
PhysionetMI,68,0,T2,mid,8,1.897936350583293,1.340603994126691,0.80859375,0.3263185018481752,0.6140625000000001,0.0749837221918864
PhysionetMI,68,0,T2,late,8,3.757733637607609,2.4026078317851125,1.28359375,0.5797438272836007,0.68125,0.2022094752354597
PhysionetMI,69,0,T1,early,8,0.8720546651655808,2.261057116534918,0.6843750000000001,0.1103527723938098,0.6312500000000001,0.2187723202898392
PhysionetMI,69,0,T1,mid,8,22.23715957927052,30.57293516336288,0.98046875,0.4080182371364514,0.64140625,0.1294118871025281
PhysionetMI,69,0,T1,late,8,3.8116533982864778,3.137316014260757,0.8015625000000001,0.5579219080379888,0.72734375,0.4131616083912414
PhysionetMI,69,0,T2,early,7,2.958796359344876,5.696261859316139,1.3199999999999998,0.6719537744517847,0.61875,0.114515672664113
PhysionetMI,69,0,T2,mid,7,4.292780810039671,7.442709010565873,0.8125,0.2710141337906304,0.5848214285714286,0.0919686198701292
PhysionetMI,69,0,T2,late,7,8.465433778417852,2.715714886853998,0.7848214285714287,0.2773812717145106,0.9303571428571428,0.7397998988281375
PhysionetMI,70,0,T1,early,7,1.661165728033905,5.430119655444679,0.5375,0.0501114828585795,0.5531250000000001,0.0884435731130306
PhysionetMI,70,0,T1,mid,7,1.8252645155333809,3.0732693443699666,0.6447916666666667,0.1721651591173106,0.775,0.0816496580927725
PhysionetMI,70,0,T1,late,8,9.001991567720555,8.619789881825625,0.896875,0.3234085635204073,0.69,0.2184319115880277
PhysionetMI,70,0,T2,early,7,0.8409234818114001,17.550478849910203,0.5348214285714286,0.0448032831796227,0.8703125,0.1675521723784863
PhysionetMI,70,0,T2,mid,8,7.155811217828895,1.4663796847785373,0.74609375,0.318840941377417,0.74375,0.2137524366332853
PhysionetMI,70,0,T2,late,8,8.411949880526132,13.626913748903776,0.7164062499999999,0.2102114239841343,0.8614583333333332,0.4130901187157053
PhysionetMI,71,0,T1,early,7,5.5441745368902335,6.274421326649407,0.8142857142857143,0.2308204090293789,0.678125,0.1971723944293419
PhysionetMI,71,0,T1,mid,7,1.64537096113877,57.63311685524611,0.7857142857142857,0.2732843047532913,0.9669642857142856,0.551203171457213
PhysionetMI,71,0,T1,late,8,25.63820207606064,2.455731422135909,0.76640625,0.4671633302694439,0.6857142857142857,0.3157458977386333
PhysionetMI,71,0,T2,early,7,2.6974057345776736,6.8019411977629165,1.0910714285714285,0.8068059900696356,0.7321428571428571,0.3827536007375385
PhysionetMI,71,0,T2,mid,8,6.805536848744604,2.8368060480485093,0.78984375,0.5008287808956644,0.6937499999999999,0.2252974224695626
PhysionetMI,71,0,T2,late,8,9.427181406031202,1.516595257141844,0.6484375,0.1843683791184106,1.075,0.7686737767089497
PhysionetMI,72,0,T1,early,7,1.1166557124511147,1.369883797747492,0.7642857142857143,0.3036554505571425,0.6535714285714286,0.1472537723434878
PhysionetMI,72,0,T1,mid,7,0.778492256435002,0.9671515925866212,0.6303571428571428,0.2024522808476312,0.5750000000000001,0.0494388149996683
PhysionetMI,72,0,T1,late,8,1.2921075652737657,1.4028908314736348,0.81015625,0.3207342878434382,0.94765625,0.6404491946270503
PhysionetMI,72,0,T2,early,7,0.7045300451637937,3.3024336175417326,0.5830357142857142,0.1174370217675527,0.9669642857142856,0.5252732525037977
PhysionetMI,72,0,T2,mid,8,0.6563781276761985,1.2587648957288815,0.63125,0.2296183994696418,0.675,0.2302978709736588
PhysionetMI,72,0,T2,late,8,1.6265037619783431,2.627923262276969,0.6609375,0.2349731949473173,0.5812499999999999,0.0970260918516251
PhysionetMI,73,0,T1,early,7,4.165522718836621,9.493504133357089,0.6473214285714286,0.2255661810662589,0.6642857142857143,0.1580331920702684
PhysionetMI,73,0,T1,mid,8,1.086898492783364,3.145151829065141,1.15390625,0.6590782618729263,0.61875,0.1825920144748943
PhysionetMI,73,0,T1,late,8,0.911204110607703,1.163750776054626,0.9375,0.651830355614097,0.6203125,0.1121413554124882
PhysionetMI,73,0,T2,early,7,1.4554800357696136,12.648673367135345,1.100892857142857,0.5615709447793824,0.6830357142857143,0.1249425888566588
PhysionetMI,73,0,T2,mid,7,3.5152523522508163,3.606586270942552,0.6116071428571429,0.152378045917222,0.6607142857142857,0.2018528649329324
PhysionetMI,73,0,T2,late,8,0.7758821509373058,3.6540882665849,0.95625,0.5670992527767956,0.8382812500000001,0.3148263022460758
PhysionetMI,74,0,T1,early,8,1.263270371113725,7.457940273724589,0.95625,0.4023854650704968,0.61953125,0.1155167356314118
PhysionetMI,74,0,T1,mid,8,7.261161235456764,3.1479442670120754,0.63203125,0.1547565344692673,1.09453125,0.8645211683850995
PhysionetMI,74,0,T1,late,8,4.796704866890963,7.122187574962709,1.071875,0.7673959111013037,0.9,0.5981579797595281
PhysionetMI,74,0,T2,early,7,4.589858099178913,3.886697695939638,0.6848214285714286,0.203974381894854,0.8,0.4739297152532219
PhysionetMI,74,0,T2,mid,7,56.06282926208343,4.635220353089985,1.15,0.5727147912729835,0.7776785714285716,0.4381354714315318
PhysionetMI,74,0,T2,late,7,9.0087055334386,5.291233771357556,0.7982142857142858,0.3164520508863927,0.7500000000000001,0.3652451476161495
PhysionetMI,75,0,T1,early,7,1.4218810410580192,2.802762778336255,0.7303571428571428,0.2446852153110945,0.6473214285714286,0.1315200089533985
PhysionetMI,75,0,T1,mid,7,7.217548983328164,2.185012904851546,0.6017857142857143,0.1402212173528613,0.6526785714285716,0.1290788597750085
PhysionetMI,75,0,T1,late,8,130.47494808723746,1.2752629158204982,0.77578125,0.1959660939064141,0.875,0.4644069639066581
PhysionetMI,75,0,T2,early,7,2.0815829759528124,2.174959011634616,0.7999999999999999,0.3352770709215205,0.7267857142857144,0.2603593474333471
PhysionetMI,75,0,T2,mid,8,1.5436880982582266,6.64720175021241,0.6242187499999999,0.1664905889560653,0.79140625,0.360581365156933
PhysionetMI,75,0,T2,late,8,12.01367353912811,23.540545616172302,0.62578125,0.1334063012414987,0.9734375,0.7558092077989987
PhysionetMI,76,0,T1,early,7,1.4826414935340206,3.2955544542026183,0.6401785714285714,0.1035021319902668,0.6098214285714285,0.1105413395753011
PhysionetMI,76,0,T1,mid,8,2.289910861713444,9.342091388634511,0.68046875,0.2742076208567834,0.6890625,0.1853983780774525
PhysionetMI,76,0,T1,late,8,240.98914657514288,139.61775401638127,0.6890625,0.2597277345486038,0.67109375,0.1408656794554212
PhysionetMI,76,0,T2,early,7,3.775920025385176,6.499328059272225,0.9107142857142856,0.5420870948171954,0.6633928571428571,0.1736371862504676
PhysionetMI,76,0,T2,mid,7,2.4044742678571307,1.0038976091021392,0.6732142857142858,0.2637875372263034,0.8333333333333331,0.3781579990192224
PhysionetMI,76,0,T2,late,8,2.7477568209069894,2.094259835404875,0.63984375,0.1246454933940152,0.60390625,0.1198117623542759
PhysionetMI,77,0,T1,early,7,0.6228080930081967,1.4471612375903662,0.6267857142857142,0.1511013985807584,0.625,0.1005564873235791
PhysionetMI,77,0,T1,mid,7,0.753727951578057,3.711793837140681,0.8830357142857143,0.7829924446425693,1.2553571428571428,0.7720452644153207
PhysionetMI,77,0,T1,late,7,1.437051963518407,1.9867367913010403,0.819642857142857,0.4348443452453264,0.6281249999999999,0.0838331365968533
PhysionetMI,77,0,T2,early,8,1.737670484754924,3.7974190518540953,0.77734375,0.2449676616891247,0.6226562499999999,0.1434077958077506
PhysionetMI,77,0,T2,mid,8,28.9026350774846,2.119530956329518,0.5484375,0.0539232310210543,0.6916666666666668,0.1827048887930722
PhysionetMI,77,0,T2,late,8,9.68806654401815,1.65570045286858,0.85390625,0.5341733674786094,0.7571428571428572,0.3153163903453294
PhysionetMI,78,0,T1,early,7,3.426203929549265,3.4676365787504864,0.8385416666666666,0.3992900057358756,0.8419642857142857,0.2918099745116499
PhysionetMI,78,0,T1,mid,8,5.93289197327917,4.452507758179286,0.7666666666666667,0.2540471030253161,0.7289062500000001,0.1923065561114272
PhysionetMI,78,0,T1,late,8,5.259137936617916,4.568584561048277,0.7821428571428571,0.2048907747846074,0.6421875,0.1946488725725119
PhysionetMI,78,0,T2,early,7,2.316488539795838,1.946553289944563,0.8705357142857143,0.3611847179909527,0.6839285714285713,0.2748550174405497
PhysionetMI,78,0,T2,mid,7,2.962759695516827,3.213062550600288,0.8669642857142856,0.5176754607406663,1.1321428571428571,0.6049962050817057
PhysionetMI,78,0,T2,late,8,1.6013192154862868,1.993297845924824,0.8,0.3476343040826092,0.8017857142857144,0.264252531700652
PhysionetMI,79,0,T1,early,7,1.3849463974375562,1.690014091095582,0.7544642857142857,0.3287339466088971,0.6339285714285714,0.1312651837670132
PhysionetMI,79,0,T1,mid,7,16.110013679786253,1.972140950666275,0.7651785714285714,0.2989725176776798,0.6107142857142858,0.1825145018001225
PhysionetMI,79,0,T1,late,8,3.2523863257361025,7.266741755858883,0.8515625,0.4489108999498118,0.6890625,0.2439852630667475
PhysionetMI,79,0,T2,early,7,1.7406594249330147,0.9965382962618072,0.6285714285714287,0.2149246427025442,0.6232142857142857,0.142979858007757
PhysionetMI,79,0,T2,mid,8,2.495914480161767,1.0037123929826848,0.7982142857142858,0.2327464680018731,0.6796875,0.1649085328864155
PhysionetMI,79,0,T2,late,8,34.03184143272049,1.2086345350821808,0.996875,0.4499782980878077,0.84453125,0.3355330050247478
PhysionetMI,80,0,T1,early,7,0.5694394066865036,2.322758558451544,0.6517857142857143,0.1759449705250514,0.8348214285714286,0.2935097258757765
PhysionetMI,80,0,T1,mid,8,0.7649525751241059,68.28024823328298,0.73828125,0.3318013910247175,0.8953125000000001,0.5685503598791843
PhysionetMI,80,0,T1,late,8,0.968745344694706,2.30199768452343,0.7421875,0.4205621934907487,0.7867187499999999,0.3315953020414154
PhysionetMI,80,0,T2,early,7,9.18993746516291,6.957365943495228,0.7535714285714287,0.1451160689565003,0.7041666666666666,0.195311805554321
PhysionetMI,80,0,T2,mid,7,6.514065122122096,2.160435683033968,0.7883928571428571,0.327657891523386,0.9107142857142856,0.4916457680327268
PhysionetMI,80,0,T2,late,8,1.89390751466905,12.005103922334277,0.7046875000000001,0.1275042125529584,0.7133928571428572,0.1148770971472538
PhysionetMI,81,0,T1,early,7,19.03782983618224,1.2304017341521034,0.94375,0.4224318415014257,0.6776785714285714,0.344161395752822
PhysionetMI,81,0,T1,mid,7,1.1938668207769745,1.4410975142863118,0.8794642857142857,0.3801097451622977,0.9098214285714284,0.5929351282615415
PhysionetMI,81,0,T1,late,8,0.9274224773921312,0.6511060183240457,0.8955357142857144,0.3254412232583917,1.1140625,0.6835236571207687
PhysionetMI,81,0,T2,early,7,2.397601118396786,10.089213046031851,0.6749999999999999,0.200863093033183,0.65625,0.149254097814049
PhysionetMI,81,0,T2,mid,8,9.802961207225058,1.6407050926161644,0.9578125,0.3651004517167158,0.596875,0.0896499267986315
PhysionetMI,81,0,T2,late,8,1.0557426361243942,3.857711869858529,0.728125,0.2940158371584768,0.78671875,0.3178362746146788
PhysionetMI,82,0,T1,early,7,2.263285812519956,0.8728158831202292,1.0017857142857145,0.4561792299041226,0.9794642857142858,0.6530296349183801
PhysionetMI,82,0,T1,mid,8,13.427837498956617,50.37618369012038,0.6946428571428571,0.1362945770553395,0.6578125,0.1727181026087017
PhysionetMI,82,0,T1,late,8,2.023960156066668,4.585347561595172,1.040625,0.3912869391507976,0.71875,0.1605045754799532
PhysionetMI,82,0,T2,early,7,16.31913424525528,3.4394817690498902,0.9375,0.6287491716363,0.9151785714285714,0.7045995026848043
PhysionetMI,82,0,T2,mid,7,10.875495469563294,20.36540013457285,0.7482142857142857,0.2283166828181007,0.7196428571428571,0.1710794435939285
PhysionetMI,82,0,T2,late,8,554.7192691836145,16.90103071536016,0.753125,0.3080305382587902,0.5919642857142857,0.0590771935345473
PhysionetMI,83,0,T1,early,7,3.09704395770894,1.529761700304805,0.7214285714285714,0.2960275902406285,0.6,0.0898287060386123
PhysionetMI,83,0,T1,mid,7,4.192201537277825,2.022048921161162,0.5958333333333333,0.1374368541872553,0.71875,0.2393256896245902
PhysionetMI,83,0,T1,late,8,55.88715996502647,1.23679555120009,0.7289062500000001,0.1832043743294289,0.8882812499999999,0.6557247712157422
PhysionetMI,83,0,T2,early,7,5.966163747383516,3.352740011598872,0.6883928571428571,0.4438622666263645,0.5419642857142856,0.0213166721184166
PhysionetMI,83,0,T2,mid,8,4.154500918345017,1.690258222683361,0.6851562499999999,0.3032045240401889,0.56875,0.0378886114155691
PhysionetMI,83,0,T2,late,8,3.001929709668114,2.043830399928314,0.8453125,0.4183387672912348,0.87421875,0.450243396632241
PhysionetMI,84,0,T1,early,7,53.98699435966355,34.275344761608174,0.7026785714285714,0.2275121941114096,0.6526785714285713,0.1076254014664583
PhysionetMI,84,0,T1,mid,8,6.099204746140077,2.392627750985883,1.12734375,0.4993935531206199,0.90390625,0.2805013908582941
PhysionetMI,84,0,T1,late,8,11.101175776417058,2.6631128713667165,1.1796875,0.6934736921605247,0.69921875,0.1563573849740955
PhysionetMI,84,0,T2,early,7,2.991954519412188,12.033239503201418,0.9866071428571428,0.6179010100034352,0.7455357142857143,0.2065261756400137
PhysionetMI,84,0,T2,mid,7,0.8086318532000428,1.6286500858366992,0.8116071428571429,0.3747384291824397,0.7419642857142856,0.2527905481312341
PhysionetMI,84,0,T2,late,8,4.314407503555718,86.65601350804893,0.7660714285714285,0.6390200465540647,0.6151785714285714,0.1692570801581826
PhysionetMI,85,0,T1,early,7,3.323756988967978,35.2956392799024,0.7866071428571428,0.5211854252077465,0.7366071428571429,0.1233565431369324
PhysionetMI,85,0,T1,mid,8,3.300434644837088,1.368304892846841,0.7109375,0.2292512864604035,0.72265625,0.2508956125531841
PhysionetMI,85,0,T1,late,8,1.5399031837504482,2.440193785613755,0.5859375,0.0755675143083984,0.56640625,0.0820238091863423
PhysionetMI,85,0,T2,early,7,1.3907312497811202,0.9478480556558952,0.7267857142857144,0.4821213619547066,0.5758928571428571,0.069551221764823
PhysionetMI,85,0,T2,mid,7,2.732105112189985,6.530028785330451,0.7633928571428571,0.3158468734196677,0.6660714285714286,0.1736830916541118
PhysionetMI,85,0,T2,late,8,2.864098597558261,18.358388366000128,1.0078125,0.4286806385221404,0.6026785714285714,0.0592792595453494
PhysionetMI,86,0,T1,early,7,1.752118607988383,3.807912309661456,0.6437499999999999,0.213913366976981,0.6446428571428572,0.1336485167160794
PhysionetMI,86,0,T1,mid,7,6.070748835522632,2.0647213757684777,0.71875,0.2043882422533854,0.8197916666666666,0.5473589128843055
PhysionetMI,86,0,T1,late,8,1.4478746878240554,10.16039852422514,0.68515625,0.1918489777753259,0.5960937500000001,0.1248020894193582
PhysionetMI,86,0,T2,early,7,1.3399273021722158,1.1418474294687715,0.6982142857142858,0.1441846799725113,0.6946428571428571,0.2400573910972294
PhysionetMI,86,0,T2,mid,8,2.313818632366233,4.403724176450211,0.6898437500000001,0.3323087076024905,0.703125,0.208650799782795
PhysionetMI,86,0,T2,late,8,1.37784590830522,3.4069088865006942,0.7625,0.5567764362830022,0.625,0.1403121520040228
PhysionetMI,87,0,T1,early,7,2.2701012394089632,1.054153882278728,0.8885416666666667,0.5543086049430307,0.6135416666666667,0.0895893893301855
PhysionetMI,87,0,T1,mid,7,170.7299621179619,1.2074512585771735,0.5705357142857143,0.1066282283526864,0.6616071428571428,0.2234926835308859
PhysionetMI,87,0,T1,late,8,3.1526798504534392,3.216223045900641,0.7267857142857143,0.2801409539528853,0.7039062500000001,0.3092477247667919
PhysionetMI,87,0,T2,early,7,3.150354042363952,1.450518978077781,0.5892857142857142,0.06720789023771,0.7419642857142856,0.3077806915347885
PhysionetMI,87,0,T2,mid,8,1.7286958101665837,3.524976281711149,0.6671875,0.2029025223937593,0.6921875,0.231856257665714
PhysionetMI,87,0,T2,late,8,1.4935020267860768,5.642786985380765,0.7333333333333333,0.155484234642044,0.7257812499999999,0.1350794579532265
PhysionetMI,89,0,T1,early,8,75.11674952727472,1.2031080074806144,0.7008928571428571,0.2579631014984389,0.7249999999999999,0.1262051281644292
PhysionetMI,89,0,T1,mid,8,1.797335541039232,0.9403524705292132,0.86640625,0.4238257848437698,0.6125,0.0722138750518209
PhysionetMI,89,0,T1,late,8,8.553671873158336,0.507067098466223,1.07734375,0.5158137675299463,1.10234375,0.7700632678705286
PhysionetMI,89,0,T2,early,7,8.494351872217898,1.4144276412129757,0.8107142857142857,0.392972791419353,0.9580357142857142,0.2921157863811219
PhysionetMI,89,0,T2,mid,7,2.090266949911549,2.037247704733752,0.6281249999999999,0.1167456949598856,0.7089285714285715,0.3057823897773695
PhysionetMI,89,0,T2,late,7,0.5384289384189365,6.7888710639202845,0.6544642857142857,0.1410149073028545,0.71875,0.313355970560183
PhysionetMI,90,0,T1,early,7,0.7825906363976329,1.6775281607556218,0.6517857142857143,0.1481927695225901,0.8544642857142856,0.2913506548501867
PhysionetMI,90,0,T1,mid,7,0.7928292397233293,4.867538709683252,0.5607142857142856,0.0716291825718985,0.9044642857142856,0.438337391021285
PhysionetMI,90,0,T1,late,8,16.252735516325604,3.0965459640581585,0.8257812499999999,0.4734703732399077,0.95625,0.5839570698047931
PhysionetMI,90,0,T2,early,7,0.774559744438988,2.07021998877344,1.144642857142857,0.5756540202416797,1.0214285714285716,0.740835805915542
PhysionetMI,90,0,T2,mid,8,3.891169562625752,3.775122719329356,0.77109375,0.2003156079127073,0.7,0.1082531754730548
PhysionetMI,90,0,T2,late,8,1.4251795043729467,0.8942021292485982,0.57890625,0.0873848293380349,0.6117187500000001,0.1243513443270216
PhysionetMI,91,0,T1,early,7,3.3272238835385206,0.6267158087675707,0.7366071428571429,0.3078661541604582,0.5741071428571428,0.0703489842985436
PhysionetMI,91,0,T1,mid,7,4.427512419824082,2.116379459559997,0.7651785714285715,0.4014601855878673,0.8544642857142858,0.4675128231352787
PhysionetMI,91,0,T1,late,8,11.406990043202764,7.078500803207378,0.61796875,0.1576325552065229,0.60078125,0.083176528906522
PhysionetMI,91,0,T2,early,7,20.446398897509567,8.556506576776929,0.553125,0.0394872737938018,0.6714285714285715,0.167233835129871
PhysionetMI,91,0,T2,mid,8,2.0830017032559,1.885019972919026,0.83046875,0.3946843762247722,0.925,0.3658074687136208
PhysionetMI,91,0,T2,late,8,0.8578275133371027,1.2437460906589843,0.92421875,0.4430720778958402,0.7482142857142857,0.3415058938147394
PhysionetMI,92,0,T1,early,9,1.3301123402023354,2.5365399768238306,0.7805555555555556,0.3194429347790414,0.8468749999999999,0.4350938296793003
PhysionetMI,92,0,T1,mid,9,5.571356152549918,3.0345193762273723,0.8111111111111112,0.4059537143688632,0.713392857142857,0.1360486951388347
PhysionetMI,92,0,T1,late,9,19.640434003741028,4.406951316210956,0.8854166666666666,0.6513141096617242,0.6965277777777777,0.1635147565734785
PhysionetMI,92,0,T2,early,10,6.584854691382922,1.189164842258208,0.655625,0.2337441509963404,0.843125,0.6505133189451235
