dataset,subject,session,task,stage,n_trials,imcoh_mu,imcoh_beta,wpli_mu,wpli_beta,imcoh_mu_baseline,imcoh_mu_MI,imcoh_mu_delta,imcoh_beta_baseline,imcoh_beta_MI,imcoh_beta_delta,wpli_mu_baseline,wpli_mu_MI,wpli_mu_delta,wpli_beta_baseline,wpli_beta_MI,wpli_beta_delta
PhysionetMI,42,0,right_hand,early,7,-0.12146151777529926,0.0317097454482109,0.6468963877153769,0.48710127543429527,-0.2841266113470104,-0.12448577615087467,0.15964083519613573,0.056574388977939954,0.015900750594249037,-0.04067363838369092,0.5592910723418397,0.6618257238006413,0.10253465145880158,0.416701530951077,0.43327013981662194,0.016568608865544954
PhysionetMI,42,0,right_hand,mid,8,-0.03018993567795009,0.06942632358388653,0.38449737650068816,0.5733833444067671,0.14351538495199254,-0.060790652173700374,-0.2043060371256929,0.11857995016801254,0.04948946695111869,-0.06909048321689384,0.2639474949588322,0.3902708563534816,0.1263233613946494,0.40868829850315647,0.4880541303899914,0.07936583188683494
PhysionetMI,42,0,right_hand,late,8,-0.11920566047915712,-0.008899834209270057,0.7534907776145673,0.3980381597860493,-0.23509386081943162,-0.11078950073697416,0.12430436008245746,0.04036521317795392,-0.0006210929189379029,-0.04098630609689182,0.6389522664347327,0.6867470749524636,0.04779480851773088,0.3318010514194826,0.44297960853195373,0.11117855711247115
PhysionetMI,43,0,left_hand,early,7,-0.04308277671221678,-0.03431241949936001,0.47890723724897566,0.44156738384670335,0.07575398258662563,-0.06564778611687037,-0.14140176870349602,-0.06266724944154055,-0.0343215564571078,0.02834569298443275,0.38058632631441563,0.5230549279674209,0.1424686016530053,0.5512662282631585,0.4190580287810419,-0.1322081994821166
PhysionetMI,43,0,left_hand,mid,8,-0.02182663974636634,-0.012716775648577105,0.2929749489025823,0.5098910192559473,0.08660724576369394,-0.03426670794354772,-0.12087395370724166,0.09743072174949542,-0.019344280791551125,-0.11677500254104654,0.38054840509617677,0.32666808277434256,-0.053880322321834206,0.48368977198994284,0.5374833708083807,0.05379359881843787
PhysionetMI,43,0,left_hand,late,8,0.11803929335669575,-0.04326183846547427,0.6224470930455552,0.4980275634089781,-0.23642887879920138,0.15796186068516105,0.39439073948436243,-0.04968154685533811,-0.0376146142745036,0.012066932580834515,0.5922517255548301,0.8339928334408928,0.24174110788606273,0.546852511814052,0.5036608076988873,-0.04319170411516471
PhysionetMI,43,0,right_hand,early,7,-0.017496905407832615,-0.01449864699817613,0.3489025461011283,0.4027814240562948,-0.16027919696723533,-0.019826973563866288,0.14045222340336905,0.10842657320014072,-0.033427339432763034,-0.14185391263290376,0.47454619316979835,0.4420440520906353,-0.03250214107916305,0.39513141225623605,0.457954258239689,0.06282284598345295
PhysionetMI,43,0,right_hand,mid,7,0.07621475326978004,0.04638323921730603,0.5099172482908997,0.3384488252519701,-0.21042931519402358,0.1288771103111461,0.33930642550516965,-0.05620302452065299,0.06384487704634798,0.12004790156700096,0.5017106205437775,0.6440305724533701,0.14231995190959268,0.47173245679714515,0.42217743351507514,-0.04955502328207001
PhysionetMI,43,0,right_hand,late,8,-0.08210637180675348,-0.01824354286714493,0.5158650758435394,0.35286117920092336,0.1416525160055906,-0.12454607823661851,-0.2661985942422091,-0.071756778133882,-0.007100635050317717,0.06465614308356428,0.4011545273440171,0.6844559557023738,0.28330142835835675,0.3586822941608351,0.2924984901639751,-0.06618380399685997
PhysionetMI,44,0,left_hand,early,7,0.16601931095924533,-0.06807874473094644,0.9488475110539935,0.47675046797222465,-0.06315715015673945,0.2138942339049485,0.27705138406168794,-0.04553881865551215,-0.07938444599429682,-0.03384562733878467,0.3100447027067781,0.9631304703405458,0.6530857676337677,0.33718165455500126,0.5773707530497669,0.24018909849476566
PhysionetMI,44,0,left_hand,mid,7,0.10505244652829464,-0.026327199666584773,0.7382226854359358,0.27001583037953675,0.1579674901773111,0.11159093890921236,-0.04637655126809874,-0.13351236476166486,0.004054499612891573,0.13756686437455642,0.6099707337603587,0.731987587958034,0.12201685419767527,0.3908551687268496,0.189525135722962,-0.2013300330038876
PhysionetMI,44,0,left_hand,late,8,0.10280251841675819,-0.02678474710920833,0.5943413466198757,0.4716564106831997,0.07041471983330191,0.1050799800791699,0.03466526024586798,-0.042537906530868315,-0.026983763731063575,0.01555414279980474,0.4728689218201845,0.6001547211656008,0.12728579934541628,0.5548804909079029,0.3831465674665054,-0.17173392344139754
PhysionetMI,44,0,right_hand,early,7,0.1495133449885879,-0.006052044804238266,0.8297190613129509,0.42765700946186824,0.24200804363081746,0.17323379743771491,-0.06877424619310255,0.12644118245626565,-0.028503463153677886,-0.15494464560994353,0.49277821735564986,0.7956600957986789,0.30288187844302905,0.3246139842292025,0.44019500648313886,0.11558102225393635
PhysionetMI,44,0,right_hand,mid,8,0.1544453764157768,0.053771506353206176,0.8375867469292355,0.4790269551113418,0.2342985513172304,0.15468396780702373,-0.07961458351020667,0.017516830915165323,0.04882622333733007,0.031309392422164746,0.4901419785638872,0.8175635060126459,0.32742152744875874,0.3974775606998855,0.5428536250595206,0.14537606435963513
PhysionetMI,44,0,right_hand,late,8,0.0955303645258291,0.03986992141065537,0.642330664573246,0.3839901133376945,0.12789442145475374,0.0751448159726654,-0.052749605482088346,0.13779022079569178,0.03512158450609775,-0.10266863628959402,0.5878721347708435,0.5541649417256698,-0.03370719304517378,0.39460541625371826,0.4003949233659092,0.00578950711219095
PhysionetMI,45,0,left_hand,early,7,0.0028090670313088966,-0.07421896375498471,0.195679763045078,0.48829919296888713,0.20618657845833088,-0.0031964593724787475,-0.20938303783080964,-0.11078647240800082,-0.05958095923174372,0.05120551317625711,0.7075593083419811,0.1811157871960636,-0.5264435211459175,0.4833315355922627,0.375406819188369,-0.10792471640389373
PhysionetMI,45,0,left_hand,mid,8,0.06119857092279616,-0.0203913494455447,0.5605508869136233,0.47502365325468243,0.1640625422415686,0.04964624777727048,-0.11441629446429813,-0.05964581701889525,-0.012183571393111563,0.04746224562578369,0.6515151407191274,0.4783238905960502,-0.17319125012307723,0.38724332814768164,0.5024969872405446,0.11525365909286295
PhysionetMI,45,0,left_hand,late,8,0.040871418329628435,-0.012317109869428012,0.37975688736604646,0.5401761319016719,0.05615921826995132,0.0546992704858923,-0.0014599477840590222,-0.02222676392841321,-0.009659449139316796,0.012567314789096415,0.15951801555700693,0.42110233779096895,0.261584322233962,0.540797314761194,0.5568366357149814,0.01603932095378746
PhysionetMI,45,0,right_hand,early,7,-0.013179645737863498,-0.03961725365797106,0.34579506245715097,0.354413521324588,0.0008713733411193081,0.0069625237170016264,0.006091150375882318,-0.13570650960056807,-0.022971892168888768,0.1127346174316793,0.3323179637442134,0.40950590591660824,0.07718794217239483,0.4329594999224448,0.3516811152558344,-0.08127838466661041
PhysionetMI,45,0,right_hand,mid,7,0.038202339107979946,0.0024087074299239683,0.36326419413778643,0.342367169162212,0.13572309587766918,0.03391064712516074,-0.10181244875250844,-0.0847083935689353,0.027710370864142683,0.11241876443307798,0.436612310127612,0.342433417761922,-0.09417889236568999,0.3673052495993885,0.41617663767445245,0.04887138807506397
PhysionetMI,45,0,right_hand,late,8,0.0427394903899081,0.038831538179567957,0.5306648561955638,0.3545156823176363,0.10421965216889162,0.03993669324153758,-0.06428295892735404,0.03539809028005372,0.028800676817971074,-0.00659741346208265,0.4930643142036796,0.4248575091522732,-0.06820680505140636,0.36316685437179824,0.27143062310871907,-0.09173623126307917
PhysionetMI,46,0,left_hand,early,7,-0.06614474364798167,-0.05404849880113215,0.6051048617656146,0.5435576146225832,-0.1415741015311525,-0.013654696287211788,0.12791940524394071,-0.08093076325722809,-0.05010426895428388,0.030826494302944207,0.48920951859693645,0.5038727449844124,0.014663226387475914,0.49842570749646037,0.5329653596774213,0.034539652180960945
PhysionetMI,46,0,left_hand,mid,8,-0.06995775978278726,-0.027819731552924585,0.6574353405640194,0.36264644953216124,-0.0875216296188289,-0.0675912404009045,0.019930389217924394,-0.016414312233938026,-0.03893451307800436,-0.02252020084406633,0.309722541388546,0.5957552037543447,0.28603266236579866,0.218413550965247,0.425654210825498,0.20724065986025098
PhysionetMI,46,0,left_hand,late,8,-0.024067741595313056,-0.05266929680540039,0.39828493414908195,0.4382468613021962,-0.07894026204391642,-0.003184204326094913,0.07575605771782151,-0.08356583320131403,-0.05149382892121059,0.032072004280103435,0.4019212670689651,0.2528412624109253,-0.14908000465803978,0.3327667877339223,0.45886777784613964,0.12610099011221731
PhysionetMI,46,0,right_hand,early,7,-0.022043639566993747,0.000309339696473432,0.37713405713201026,0.5726438398077989,-0.03777566720827627,-0.019487712192757682,0.018287955015518588,0.1265078143762736,-0.03636103139114444,-0.16286884576741803,0.34565421989448925,0.33942234472295485,-0.006231875171534396,0.6444035905912796,0.4465528098879346,-0.197850780703345
PhysionetMI,46,0,right_hand,mid,7,-0.025901966571760107,0.02335133681245439,0.3396191788242143,0.5338752268955245,-0.08432345479309279,-0.0017413013599361996,0.08258215343315659,-0.08729364084640207,0.042890782817169626,0.1301844236635717,0.586089414640211,0.4353984113575637,-0.15069100328264734,0.4104690698667498,0.5110591624913865,0.1005900926246367
PhysionetMI,46,0,right_hand,late,8,0.03783590948982408,-0.027745222486852728,0.47012618890468283,0.3991944817331395,-0.022729263442953368,0.04791424211899095,0.07064350556194432,-0.026316123064039656,-0.03033385400540676,-0.004017730941367103,0.12819664416529114,0.43264128302425964,0.3044446388589685,0.31153993864440377,0.44166927180467547,0.1301293331602717
PhysionetMI,47,0,left_hand,early,8,-0.04395260368061393,0.0005128522324327533,0.6473926370146896,0.31223752913039843,-0.15812474422441453,-0.03057904730319716,0.12754569692121737,0.0019297270980889057,0.0010276849156985728,-0.0009020421823903329,0.5033586380654118,0.502903740526722,-0.0004548975386897691,0.43655537650910325,0.3656820234693858,-0.07087335303971748
PhysionetMI,47,0,left_hand,mid,8,0.06847534698955599,-0.008113273884577473,0.7222913237743224,0.2583500030014163,0.09691595895412818,0.07768043368665381,-0.019235525267474365,-0.023452330699999205,-0.005498346224148201,0.017953984475851004,0.5187706717686318,0.7162197385225011,0.1974490667538693,0.4508430757136633,0.2511893062473649,-0.19965376946629837
PhysionetMI,47,0,left_hand,late,8,0.0611853971532666,0.004036015850445289,0.5768233556759537,0.42776952845938643,0.0345752570214936,0.06082285301732057,0.026247595995826975,-0.0025335530262304996,0.006462298508535569,0.008995851534766067,0.3333965228685242,0.5473836043851695,0.2139870815166453,0.26691297589301816,0.41196144846960087,0.1450484725765827
PhysionetMI,47,0,right_hand,early,7,0.020302267872142767,-0.024509756615172913,0.23009643506092933,0.3690957875615733,0.01700083841279776,0.01102502301956489,-0.005975815393232869,-0.05561056566774879,-0.016065708965828287,0.0395448567019205,0.7047009125822394,0.31163186560805023,-0.3930690469741892,0.5083578670475197,0.36773610706140597,-0.14062175998611376
PhysionetMI,47,0,right_hand,mid,7,0.05482322617828512,-0.04414770011328358,0.6950546269201671,0.4776072731924657,-0.17237470867945232,0.07040631327922137,0.24278102195867368,0.046874227221975845,-0.05626440479308051,-0.10313863201505635,0.7164518653359782,0.7973742371795228,0.08092237184354467,0.44341649177132453,0.5524608663030892,0.10904437453176469
PhysionetMI,47,0,right_hand,late,7,0.08414110964899382,-0.0043474121223471395,0.6629992364888982,0.3089332211673157,-0.029964486499081053,0.09621341620710229,0.12617790270618334,0.035524949604634024,-0.013854399105294101,-0.04937934870992813,0.2525781381979304,0.6740941772879836,0.4215160390900532,0.3720822027844135,0.3543343622821811,-0.01774784050223238
PhysionetMI,48,0,left_hand,early,7,0.06464941927092231,-0.09731101037424587,0.48262066066420634,0.6767868233797107,0.00028387297401665304,0.07022140569484256,0.06993753272082591,-0.0641927440561546,-0.09868126451733601,-0.03448852046118141,0.14773379293564062,0.47014143354399834,0.3224076406083577,0.3664991590698972,0.6166676328526568,0.2501684737827596
PhysionetMI,48,0,left_hand,mid,7,-0.01052718953307655,-0.035582967561378735,0.14314436095268623,0.37054773100870914,-0.1182254834099262,0.027139533126624402,0.1453650165365506,-0.013771246526266517,-0.03748505525705364,-0.02371380873078712,0.26292933325204804,0.17695879508968504,-0.085970538162363,0.3303261390327195,0.29339875539631005,-0.03692738363640946
PhysionetMI,48,0,left_hand,late,8,0.004148554630651129,-0.026091487200798378,0.19116011990791779,0.32764106894077244,-0.16781458598110996,0.016810090229166828,0.18462467621027678,0.13057650842553314,-0.05711430680862806,-0.1876908152341612,0.410663766247871,0.18375826705668835,-0.22690549919118264,0.4163391819044534,0.49439483605550544,0.07805565415105203
PhysionetMI,48,0,right_hand,early,7,-0.05268262129247769,-0.025433243983762902,0.44604134135342416,0.4610891325834724,-0.25686390483154764,0.004260917516174655,0.2611248223477223,-0.058793936443958916,-0.019868434007279816,0.038925502436679096,0.5852912950406581,0.2790973081851733,-0.3061939868554848,0.30667551867629134,0.37266182898242867,0.06598631030613733
PhysionetMI,48,0,right_hand,mid,8,-0.04075742014180191,-0.0035352527411737843,0.3529638640048718,0.31369011072110664,0.2533965614489324,-0.045265232074732716,-0.2986617935236651,-0.08220040645994255,-0.002558678980539647,0.0796417274794029,0.6129443816053943,0.2643704273397636,-0.3485739542656307,0.2677179226326439,0.33838133749267013,0.07066341486002625
PhysionetMI,48,0,right_hand,late,8,-0.06584336744535584,-0.03548405236192757,0.3767636378975069,0.34066058992502646,-0.2895455759865889,-0.013641088024941146,0.2759044879616478,-0.017357266982682036,-0.03916570186205612,-0.021808434879374082,0.7700269187979225,0.23341411392727254,-0.53661280487065,0.4525532558322636,0.4127349055283986,-0.03981835030386499
PhysionetMI,49,0,left_hand,early,7,0.000200679809914119,-0.02878048509652814,0.16637582717306346,0.49275867469617096,0.11862986086231106,-0.035561763704851854,-0.1541916245671629,0.12747059655397291,-0.03892149520761554,-0.16639209176158845,0.2999245307359321,0.3206575068277187,0.020732976091786592,0.32003538527210645,0.48628730590941704,0.1662519206373106
PhysionetMI,49,0,left_hand,mid,8,0.024067732122096213,0.02317646239344786,0.2560896682981894,0.5088228303957952,-0.0935052111029306,0.06541328133142923,0.15891849243435985,-0.08151020882140333,0.03605631243434686,0.11756652125575019,0.3340771356654346,0.4928348103067344,0.1587576746412998,0.36411692354714364,0.5311595687484423,0.16704264520129863
PhysionetMI,49,0,left_hand,late,8,-0.05905268477825186,-0.009419455433938613,0.5473752160017653,0.4323385847583757,-0.1606920099362277,-0.011406518937347798,0.14928549099887992,-0.03739662706521506,-0.006600250696200014,0.030796376369015045,0.4446161838103361,0.5080099102175512,0.06339372640721508,0.44197489411079743,0.3870821033448022,-0.054892790765995236
PhysionetMI,49,0,right_hand,early,7,-0.05385379412154268,-0.008618497170742421,0.5932028670866438,0.4690434603191762,-0.15155045561321026,-0.041880367579024205,0.10967008803418606,-0.0020905272818972243,-0.012177033209200562,-0.010086505927303337,0.5977333865025047,0.4120118375221763,-0.18572154898032844,0.4044199940659514,0.4497738058448225,0.0453538117788711
PhysionetMI,49,0,right_hand,mid,7,-0.002918571122611274,0.009898170326348859,0.3348300142211365,0.26804614025643925,0.01912743525865826,0.0011244806955820936,-0.018002954563076167,0.022458642507677342,-0.006192458049582258,-0.0286511005572596,0.31867563255499903,0.34656493819846745,0.02788930564346842,0.39712270396930033,0.26695880498978775,-0.13016389897951258
PhysionetMI,49,0,right_hand,late,8,-0.04032405627415204,0.028391585409816792,0.33165140907546503,0.5239609679365586,-0.061396612920990516,-0.03936740962762272,0.0220292032933678,0.185743099441936,0.012248800718067967,-0.17349429872386804,0.2297102398784937,0.40344172835289765,0.17373148847440395,0.41315836820831475,0.5064729135854618,0.093314545377147
PhysionetMI,50,0,left_hand,early,7,-0.049043850552201146,-0.05273936861260321,0.5262934101282231,0.5389660081379709,0.046492132074183054,-0.04766463687857646,-0.09415676895275951,0.016866600602339594,-0.056127244348845785,-0.07299384495118538,0.6162125336952093,0.5142035875953602,-0.10200894609984912,0.3822290539759966,0.5577983729422535,0.17556931896625694
PhysionetMI,50,0,left_hand,mid,8,-0.03881420199035093,-0.027262686330204202,0.4034822663510266,0.4492965584712511,-0.12425154562086466,-0.035232598818233166,0.08901894680263149,-0.039981962745932985,-0.023860307796609536,0.01612165494932345,0.5436348455821421,0.3345674881530191,-0.20906735742912302,0.47004139124249594,0.4520683442409249,-0.01797304700157104
PhysionetMI,50,0,left_hand,late,8,-0.024696675655037983,-0.02668214416928262,0.4085305124338514,0.5269575123328581,0.023078235045399687,-0.023758433634701336,-0.04683666868010102,-0.06640035216229438,-0.014606839661691327,0.05179351250060306,0.5362843968070845,0.34039520948536617,-0.19588918732171834,0.4921616702583285,0.38561971706282855,-0.10654195319549997
PhysionetMI,50,0,right_hand,early,7,-0.024677186874326115,-0.02265823975624429,0.5515203894779767,0.344279261387542,-0.2557852305802048,-0.018919952278675607,0.2368652783015292,-0.017051669601967072,-0.015507784361392678,0.0015438852405743938,0.7338178849737452,0.45333590659614725,-0.280481978377598,0.46006843936489794,0.3020919758119918,-0.15797646355290612
PhysionetMI,50,0,right_hand,mid,7,0.01855589212242673,-0.0011641943386377419,0.46690992753134386,0.479683235937952,0.0054841246957213,0.013758848564716665,0.008274723868995365,-0.1290265475562715,0.01845328533533935,0.14747983289161085,0.46455306697569776,0.5559439648665948,0.09139089789089705,0.5223091660020056,0.52255021745246,0.00024105145045438814
PhysionetMI,50,0,right_hand,late,8,-0.004747583885730706,-0.03315948274018642,0.36033677019579513,0.535819163152653,-0.12546018346783377,0.0051167630654342456,0.130576946533268,-0.025478435156267056,-0.03729977892154491,-0.011821343765277853,0.5864421171195437,0.3793441081911537,-0.20709800892839003,0.4394400027455155,0.5581523482297185,0.11871234548420301
PhysionetMI,51,0,left_hand,early,8,0.07649513743840965,-0.018701083223978572,0.5067180944756708,0.4557249169989644,0.24522569026624483,0.0063560971570401645,-0.23886959310920466,-0.06846526217112119,-0.023900453356541538,0.04456480881457965,0.6217145190817948,0.3510738413969331,-0.27064067768486166,0.42117568640792924,0.40089258271265904,-0.0202831036952702
PhysionetMI,51,0,left_hand,mid,8,0.09881089010792872,0.0031952495907137156,0.6839804118960334,0.3999857834541805,0.4510359522570061,0.05302655794867672,-0.3980093943083294,-0.06337128408772662,0.024397935433061867,0.08776921952078848,0.8842610667105084,0.49951659341392574,-0.3847444732965827,0.39703959304285263,0.40231472680652636,0.005275133763673723
PhysionetMI,51,0,left_hand,late,8,-0.06880420036608727,-0.012553313607897574,0.38712288052430427,0.29131281574097767,-0.10331806830316098,-0.07680332271027938,0.026514745592881597,0.01773927562801607,-0.02642761909576512,-0.044166894723781186,0.3579193435449482,0.4179860901640114,0.060066746619063194,0.5004412926570736,0.37384855175419757,-0.12659274090287603
PhysionetMI,51,0,right_hand,early,7,0.011463059231952594,-0.00775853357606224,0.34512139120316127,0.26763172474314884,0.033305240740693236,-0.02568676316932069,-0.058992003910013927,-0.02320926701276463,-0.010816797916020702,0.012392469096743927,0.11967926305756368,0.25709960168082024,0.13742033862325656,0.4580049736360686,0.2534595840912199,-0.20454538954484874
PhysionetMI,51,0,right_hand,mid,7,-0.01026990613220039,-0.007028960485668419,0.23054086094792478,0.4635777642778466,-0.03543862634336655,0.004570528528934136,0.04000915487230069,-0.10629100219389787,0.007781105564086483,0.11407210775798435,0.3225641149982004,0.25385545643778973,-0.0687086585604107,0.5765092970166411,0.3628914831995122,-0.2136178138171289
PhysionetMI,51,0,right_hand,late,7,0.08283813464029291,0.004965886409399364,0.5336890861690077,0.2095949911096026,0.08602998888830113,0.06930303670866572,-0.016726952179635407,-0.005198820367132089,0.01664540408557418,0.021844224452706267,0.4889056987792859,0.49126782853067574,0.00236212975138983,0.3999282523888885,0.3150186086563982,-0.08490964373249033
PhysionetMI,52,0,left_hand,early,8,0.16980428249721705,-0.001551012851950032,0.7839793404015052,0.3317758391547765,0.2059330860047027,0.15815402136800247,-0.04777906463670023,0.03601218016117668,-0.00817631594850311,-0.04418849610967979,0.5811481073566283,0.6910328169537251,0.10988470959709684,0.5143884985892522,0.30542899106470073,-0.20895950752455145
PhysionetMI,52,0,left_hand,mid,8,-0.01041508058711769,0.019771690376031742,0.33309458476917214,0.2707307977646268,-0.2381691082718584,0.009182212309268276,0.24735132058112666,-0.03442811507309544,0.01896501307370901,0.053393128146804456,0.5139809505120897,0.35729418352669345,-0.15668676698539624,0.31631452409575683,0.24003321500697855,-0.07628130908877828
PhysionetMI,52,0,left_hand,late,8,0.015557850605619681,0.01496046496814778,0.234568735063041,0.3502976995459909,-0.1352790076306094,0.05192834290378642,0.18720735053439583,0.10747622587215587,-0.012884971258643244,-0.12036119713079911,0.31695929260234357,0.40722005479116014,0.09026076218881657,0.371366412515303,0.3111088186816468,-0.0602575938336562
PhysionetMI,52,0,right_hand,early,7,0.0307434829402922,0.04448594085560327,0.4180826947303738,0.39367376696767137,0.21808951229119147,-0.060452806373154706,-0.2785423186643462,0.025926114746952826,0.030127529006465918,0.004201414259513092,0.4883089536169476,0.5541794114055553,0.06587045778860767,0.431273804443159,0.41618394594743335,-0.015089858495725639
PhysionetMI,52,0,right_hand,mid,7,-0.06720851637499073,0.039235249120533895,0.30384811400389883,0.42133485006424876,0.055324161846865644,-0.07943724851125489,-0.13476141035812053,-0.06230632156289923,0.06180425377261758,0.12411057533551681,0.2912135675727274,0.37089693720039496,0.07968336962766753,0.31459043239352724,0.44857506046019374,0.1339846280666665
PhysionetMI,52,0,right_hand,late,7,-0.01462523180078997,0.06518012499414493,0.4609965389414228,0.6081704403752037,0.0617521525691346,-0.05549612743879085,-0.11724828000792545,0.03173188993270075,0.07044787476154211,0.038715984828841365,0.48522612489375694,0.44328403908041075,-0.041942085813346186,0.295196416736873,0.558114771855456,0.26291835511858297
PhysionetMI,53,0,left_hand,early,7,-0.0266379280381808,-0.01963120985842397,0.37219921574008996,0.5172402488074913,-0.09689668670772865,-0.006157265448144191,0.09073942125958445,-0.1420272126796549,-0.009400469628450715,0.1326267430512042,0.544163009440958,0.34092904606391394,-0.20323396337704402,0.5008631513297728,0.5072864908883311,0.006423339558558339
PhysionetMI,53,0,left_hand,mid,7,-0.01786557428216243,0.00861718200048198,0.2507305597582693,0.38221009184833304,-0.04636388769966492,0.008959107255650118,0.05532299495531504,0.04202500244537913,0.0010754540068358086,-0.04094954843854332,0.3629037017661375,0.20315637789071994,-0.15974732387541757,0.3773469617795163,0.35591723492264044,-0.021429726856875886
PhysionetMI,53,0,left_hand,late,8,-0.11506404172146537,-0.0025034285891356142,0.6884655097347537,0.30990999393540464,-0.06651478862914162,-0.14605090794569428,-0.07953611931655266,0.11956618225537587,-0.0254698595871315,-0.14503604184250737,0.7508008442034555,0.7481887638832079,-0.002612080320247623,0.4721532041452839,0.3333178026749446,-0.1388354014703393
PhysionetMI,53,0,right_hand,early,7,0.02403525570686575,-0.0034800474150874735,0.29978958374834114,0.21754379215692754,0.024636918239366132,0.010579956301082478,-0.014056961938283654,0.005374915140710374,-0.009305199595785539,-0.014680114736495914,0.5448477912551071,0.2257361059115603,-0.3191116853435468,0.4239387010637628,0.17688114912824923,-0.24705755193551357
PhysionetMI,53,0,right_hand,mid,8,-0.010981227685020738,-0.05794016350990157,0.6201964824751004,0.47823158569585883,-0.126549513539953,0.012647850298668436,0.13919736383862144,-0.13536748060762593,-0.04368435022639165,0.09168313038123428,0.5486016277848901,0.48775619615316707,-0.06084543163172301,0.5567859751897228,0.38020197461392424,-0.1765840005757986
PhysionetMI,53,0,right_hand,late,8,0.0822808388686804,-0.029696032188564873,0.7736215431267935,0.5111492416897263,0.139539004332137,0.07438355837971217,-0.06515544595242484,-0.050745164263170967,-0.03248610586636719,0.01825905839680378,0.5797476099118251,0.5913096964564375,0.011562086544612438,0.4381498468728197,0.47551430256392313,0.037364455691103415
PhysionetMI,54,0,left_hand,early,7,-0.11475399530135819,-0.04619382296344599,0.4560542556458394,0.4746407114950975,-0.014139780221887333,-0.16738955158484908,-0.15324977136296175,-0.07029852148851086,-0.04090034003769887,0.029398181450811987,0.14322682313017193,0.44143191267797705,0.2982050895478051,0.47271588363036354,0.3690350428293455,-0.10368084080101803
PhysionetMI,54,0,left_hand,mid,8,0.03242186641236414,0.02866457331866865,0.2292185298208291,0.3103659233824624,0.2767133712531378,-0.05627139570086196,-0.33298476695399976,-0.1082365830789529,0.04733772403543009,0.15557430711438297,0.5131482093565374,0.41604189202902647,-0.0971063173275109,0.28645922817065184,0.30882220766341245,0.022362979492760615
PhysionetMI,54,0,left_hand,late,8,0.05490586832762339,0.08066926256185046,0.30177591842493773,0.5333617538500613,0.11213604892457917,0.05112025018079905,-0.06101579874378012,0.005658697482150706,0.0989156797169732,0.09325698223482248,0.3052383887277479,0.43726485887847955,0.13202647015073166,0.37565481457575217,0.5638857302113053,0.1882309156355531
PhysionetMI,54,0,right_hand,early,7,-0.2238670322614447,-0.043640071847315325,0.8341617754228686,0.4415063311345341,-0.22202304947753,-0.19678579740760252,0.02523725206992747,-0.0594414114103013,-0.03189266569098161,0.027548745719319687,0.37947326829292266,0.7541174423457014,0.3746441740527788,0.37383250912300586,0.4790560463649581,0.10522353724195221
PhysionetMI,54,0,right_hand,mid,7,-0.040151179395459126,0.0038358486405079464,0.32542282101648096,0.49178570011732936,0.06814139638551908,-0.12326909533860325,-0.19141049172412233,0.036901591511004195,0.0024318755306295932,-0.0344697159803746,0.5659845458929074,0.6863503162272546,0.12036577033434726,0.4395800411123906,0.4413187561402599,0.0017387150278693198
PhysionetMI,54,0,right_hand,late,8,-0.1060997553404319,-0.011916028582208716,0.6425769032172597,0.28672958678811894,0.18439109949993887,-0.11450398571447347,-0.2988950852144123,-0.1383454008439979,0.014835941253868177,0.15318134209786607,0.47724356919745914,0.5473467471072075,0.0701031779097484,0.3770229831102843,0.25435765841917274,-0.12266532469111158
PhysionetMI,55,0,left_hand,early,7,-0.06566676061817153,-0.0545295328440623,0.6969197431227624,0.5211640027179752,-0.4021475545998857,-0.03305282848357551,0.3690947261163102,-0.06837050623985272,-0.05441212632626597,0.013958379913586748,0.8212820597262068,0.29408745493722505,-0.5271946047889817,0.37748191782445617,0.46122403271865814,0.08374211489420197
PhysionetMI,55,0,left_hand,mid,8,-0.015361558785834053,-0.04521174509663398,0.27595270707536995,0.445968273043026,-0.027546883092311066,-0.009600386265364653,0.017946496826946413,-0.037245907494434204,-0.03611767097637877,0.0011282365180554366,0.17584453028429292,0.23757650186746687,0.06173197158317395,0.5098195795123285,0.35074501582830225,-0.15907456368402623
PhysionetMI,55,0,left_hand,late,8,-0.1315854103900614,-0.05169841236597202,0.7688467260079636,0.463510767211599,-0.20061484658798856,-0.122797140788557,0.07781770579943156,0.010029049440061668,-0.06782888619581583,-0.07785793563587749,0.6754399201672905,0.6749763773755751,-0.0004635427917153434,0.36033706655688297,0.5159850985841351,0.15564803202725214
PhysionetMI,55,0,right_hand,early,7,-0.03621643934894233,-0.03445306945579184,0.41169789010882013,0.4271487391423352,-0.021063516332930618,-0.04218601992166096,-0.021122503588730343,-0.13012526911754652,-0.015561725164818543,0.11456354395272797,0.5854758995170539,0.4746957153758494,-0.1107801841412045,0.4821295701969642,0.37712596582017266,-0.10500360437679152
PhysionetMI,55,0,right_hand,mid,7,-0.09603742918678133,-0.07399892643823935,0.6144395841287765,0.58298266861748,0.01235805581583635,-0.10847233401298534,-0.12083038982882169,-0.030769544678962462,-0.07745231617938733,-0.046682771500424866,0.4023599728155701,0.5694178145742611,0.16705784175869098,0.34456735985553455,0.6141691125855481,0.2696017527300135
PhysionetMI,55,0,right_hand,late,8,-0.0026155960033554565,-0.03862930866949715,0.16929703558072495,0.40873383609776015,-0.061579699747104394,0.044125053252831364,0.10570475299993576,0.020477488993519803,-0.04909257130329039,-0.06957006029681019,0.6418140920442517,0.4277708454306937,-0.21404324661355795,0.2693403540356259,0.48419442003601426,0.21485406600038837
